,accuracy,kappa,f1,roc_auc
0,0.3328,0.2581283116366153,0.2835178327956129,0.6290245884096423
1,0.3355,0.26136136269658117,0.2862154248290079,0.6305246519485296
2,0.3205,0.24501405112738173,0.27017774111305276,0.6223887293077975
3,0.3355,0.26223495068937175,0.2878749003002292,0.6312926460905246
4,0.3295,0.25425736462560644,0.28173555193499816,0.627089332983393
5,0.343,0.2677738290441355,0.2915855458007763,0.6338275817179667
