,accuracy,kappa,f1,roc_auc
0,0.1169,0.012571508804268716,0.04923894699424594,0.5062709434664862
1,0.12,0.013678209713868572,0.049504285699780326,0.5067968999045447
2,0.1095,0.006063237482521799,0.044076416564725975,0.5029856909045402
3,0.108,0.013360830922731659,0.049031217118982735,0.5068021578107074
4,0.127,0.014859206961661653,0.05242539613825733,0.5073384633172836
5,0.12,0.014896058940559898,0.051157419449483335,0.5074315053953552
