,accuracy,kappa,f1,roc_auc
0,0.4238,0.35983943658927864,0.4181177643175845,0.6799920713910429
1,0.4255,0.3611909313574915,0.4214157310874135,0.6805286787234346
2,0.423,0.35952669355655553,0.41283242307374846,0.6798006912168679
3,0.4405,0.3783751203391327,0.43649815904766215,0.6892761786919491
4,0.412,0.34672745730605625,0.4048834010526161,0.6733743716866077
5,0.418,0.35337698038715726,0.4149591073264823,0.6769804366363554
