,accuracy,kappa,f1,roc_auc
0,0.4452,0.38319926119960057,0.43737828672658763,0.6916520955237997
1,0.43,0.3667183846652523,0.4235604244471552,0.6837016955677756
2,0.4535,0.39264517197365867,0.4439621526024921,0.6963019615024345
3,0.454,0.39358566907436854,0.443792418669258,0.6969819010985574
4,0.4455,0.38296865519715384,0.4384870171375639,0.6914253935789126
5,0.443,0.3800784250875694,0.4370894207764691,0.6898495258713184
