,accuracy,kappa,f1,roc_auc
0,0.4072,0.34107794999700464,0.38918298338367374,0.6706157778288215
1,0.403,0.3358381247272638,0.388897299356168,0.668116318154031
2,0.406,0.34012849164648784,0.38462607487176104,0.6700277544645062
3,0.4045,0.3383053951166827,0.3848212733370695,0.6693641984967585
4,0.419,0.354813813536195,0.4014822817188177,0.6775241003215133
5,0.4035,0.3363039249583939,0.3860879876345526,0.6680465177072985
