,accuracy,kappa,f1,roc_auc
0,0.3222,0.24699263918480951,0.31122808736508695,0.6236295472493453
1,0.328,0.2532630156006357,0.3178543596545258,0.6266806293466342
2,0.3275,0.25361476588614373,0.3150933294779694,0.6269209281058652
3,0.3235,0.24928507303518532,0.3137336096785011,0.624879014587214
4,0.317,0.24052019362843147,0.3042118919835066,0.6202419106244434
5,0.315,0.23828014777365136,0.3052472460309318,0.6194252535825693
