,accuracy,kappa,f1,roc_auc
0,0.3908,0.3233253655958499,0.3831272188598413,0.6617881782904194
1,0.3995,0.3325864525608452,0.39406987040588676,0.6665314327683395
2,0.3705,0.30048230050758085,0.36413789380198286,0.650556012090515
3,0.384,0.3162567722213774,0.3726571473704165,0.658114956770406
4,0.409,0.3436170366363872,0.40217804976462024,0.6718362757946629
5,0.391,0.323684266053059,0.38259313295630015,0.6619022140281733
