,accuracy,kappa,f1,roc_auc
0,0.3457,0.27322931198738315,0.32623333631972945,0.6367016729199778
1,0.3505,0.27887758044831157,0.33183912838123053,0.6395288678014693
2,0.3385,0.2658485567098695,0.3170377704831126,0.6329113645259401
3,0.3435,0.27162868928667316,0.3251175680868541,0.6360405092743912
4,0.354,0.2808914719405745,0.3362662938603428,0.6405493538762544
5,0.342,0.26890026155148694,0.32090592078710745,0.6344782691218339
